Course_id,Course_title,Course_description,Course_level,Course_competencies,Course_instructor,Course_prerequisites,Course_slot,Course_capacity,Course_department,course_overall_rating,Course_industryfit,Course_credits
COP290,Design Practices,"Design Practices introduces core concepts and practical techniques related to design practices.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SMRUTI RANJAN SARANGI,[],K,150.0,COP,1.83,[],0.0
COS310,Independent Study (Cs),"Independent Study (Cs) introduces core concepts and practical techniques related to independent study (cs).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']",SUBODH VISHNU SHARMA,[],X,50.0,COS,2.68,[],0.0
COS799,Independent Study,"Independent Study introduces core concepts and practical techniques related to independent study.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SUBODH VISHNU SHARMA,[],X,50.0,COS,4.62,[],0.0
JCP810,Cyber Security And Information Assurance Lab,"Cyber Security And Information Assurance Lab introduces core concepts and practical techniques related to cyber security and information assurance lab.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Foundational Knowledge', 'Problem Solving']",HUZUR SARAN,[],P,40.0,JCP,3.34,[],0.0
JRD893,Mtech Project Part Ii,"Mtech Project Part Ii introduces core concepts and practical techniques related to mtech project part ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",RAMA KRISHNA K,[],X,15.0,JRD,3.78,[],0.0
JRL747,Degrees Of Freedom And Constraints In Devices,"Degrees Of Freedom And Constraints In Devices introduces core concepts and practical techniques related to degrees of freedom and constraints in devices.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SUDIPTO MUKHERJEE,"['ENGMATH101', 'DS102']",B,15.0,JRL,4.43,[],2.0
JRL7680,Computer Vision For Robotics,"Computer Vision For Robotics introduces core concepts and practical techniques related to computer vision for robotics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Programming', 'Software Design', 'Debugging', 'System Design']",CHETAN ARORA,"['ENGMATH101', 'DS102']",AB,25.0,JRL,4.06,[],3.0
DDD320,Design Project-2 (Simple Product Design),"Design Project-2 (Simple Product Design) introduces core concepts and practical techniques related to design project-2 (simple product design).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",SABYASACHI PALDAS,[],X,20.0,DDD,2.52,[],0.0
DDD410,Design Project-4 (Dissertation Project / Thesis),"Design Project-4 (Dissertation Project / Thesis) introduces core concepts and practical techniques related to design project-4 (dissertation project / thesis).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",PRAMOD RATNAKAR KHADILKAR,[],AC,20.0,DDD,1.02,[],0.0
DDD620,Design Project-6 (Industry / Research Project),"Design Project-6 (Industry / Research Project) introduces core concepts and practical techniques related to design project-6 (industry / research project).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",6.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",SUBIR DEY,[],X,20.0,DDD,2.41,[],0.0
DDL222,Design Research Methods,"Design Research Methods introduces core concepts and practical techniques related to design research methods.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",ANEESHA SHARMA,[],AB,20.0,DDL,4.01,[],1.0
DDL223,Cognitive Ergonomics,"Cognitive Ergonomics introduces core concepts and practical techniques related to cognitive ergonomics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']",NILAKSHI YEIN,[],AD,20.0,DDL,4.41,[],2.0
DDL224,Storytelling And Film Making,"Storytelling And Film Making introduces core concepts and practical techniques related to storytelling and film making.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']",CHARU MONGA,[],X,20.0,DDL,4.81,[],2.0
DDL225,Market Research And Trend Analysis,"Market Research And Trend Analysis introduces core concepts and practical techniques related to market research and trend analysis.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Technical Writing', 'Project Management', 'Research']",SUMER SINGH,[],B,20.0,DDL,2.68,[],1.0
DDL226,System Oriented Design,"System Oriented Design introduces core concepts and practical techniques related to system oriented design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Debugging', 'Modeling & Simulation', 'Software Design', 'Programming', 'Engineering Analysis', 'Problem Solving', 'System Design']",MRITUNJAY KUMAR,[],AA,20.0,DDL,3.99,"['SDE', 'Software Engineer', 'Developer']",1.0
DDL228,Exhibition And Space Design,"Exhibition And Space Design introduces core concepts and practical techniques related to exhibition and space design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SABYASACHI PALDAS,[],X,20.0,DDL,3.18,[],1.0
DDL321,Model Making,"Model Making introduces core concepts and practical techniques related to model making.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']",SUMER SINGH,[],A,20.0,DDL,3.41,[],2.0
DDL6039,Indian Symbology,"Indian Symbology introduces core concepts and practical techniques related to indian symbology.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",6.0,"['Foundational Knowledge', 'Problem Solving']",JYOTI KUMAR,[],AB,30.0,DDL,1.88,[],3.0
DDL7007,Research Methods For Design,"Research Methods For Design introduces core concepts and practical techniques related to research methods for design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",AAKASH  JOHRY,[],B,20.0,DDL,1.88,[],2.0
DDL7068,Design Research Methodology,"Design Research Methodology introduces core concepts and practical techniques related to design research methodology.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",ANEESHA SHARMA,[],X,20.0,DDL,2.74,[],2.0
DDL768,Design Research Methodology,"Design Research Methodology introduces core concepts and practical techniques related to design research methodology.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",ANEESHA SHARMA,[],X,20.0,DDL,1.12,[],2.0
DDL8000,"Drm, A Methodology For Research Into Design","Drm, A Methodology For Research Into Design introduces core concepts and practical techniques related to drm, a methodology for research into design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",SRINIVASAN  VENKATARAMAN,[],AB,30.0,DDL,2.34,[],3.0
DDL810,Special Topics In Design 1,"Special Topics In Design 1 introduces core concepts and practical techniques related to special topics in design 1.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",AAKASH  JOHRY,[],AB,30.0,DDL,3.72,[],3.0
DDL820(A),Special Topics In Design 2 (Design Thinking),"Special Topics In Design 2 (Design Thinking) introduces core concepts and practical techniques related to special topics in design 2 (design thinking).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SRINIVASAN  VENKATARAMAN,[],AC,30.0,DDL,2.62,[],3.0
DDL820(B),Special Topics In Design 2 (Project In Iot Prototyping),"Special Topics In Design 2 (Project In Iot Prototyping) introduces core concepts and practical techniques related to special topics in design 2 (project in iot prototyping).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",JAY DHARIWAL,[],M,30.0,DDL,1.66,[],3.0
DDP1005,Image Making,"Image Making introduces core concepts and practical techniques related to image making.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']",SUBIR DEY,[],X,20.0,DDP,2.87,[],1.0
DDP1006,Prototyping,"Prototyping introduces core concepts and practical techniques related to prototyping.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']",P.V.MADHUSUDHAN RAO,[],X,20.0,DDP,1.51,[],1.0
DDP1007,Typography,"Typography introduces core concepts and practical techniques related to typography.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']",ANEESHA SHARMA,[],X,20.0,DDP,3.49,[],1.0
DDP1008,Design History,"Design History introduces core concepts and practical techniques related to design history.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SAURABH TEWARI,[],X,20.0,DDP,1.11,[],1.0
DDP1011,Human Factors In Design - 2,"Human Factors In Design - 2 introduces core concepts and practical techniques related to human factors in design - 2.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",GOURAB KAR,[],X,20.0,DDP,2.58,[],2.0
DDP1026,Introduction To Design,"Introduction To Design introduces core concepts and practical techniques related to introduction to design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",JAY DHARIWAL,[],AD,20.0,DDP,3.26,[],1.0
DDP7012,Game Design Fundamentals,"Game Design Fundamentals introduces core concepts and practical techniques related to game design fundamentals.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",AAKASH  JOHRY,[],AB,20.0,DDP,1.11,[],1.0
DDP7123,Design For Environmental Change,"Design For Environmental Change introduces core concepts and practical techniques related to design for environmental change.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",JAY DHARIWAL,[],M,20.0,DDP,3.57,[],2.0
DDR324,Industry Internship,"Industry Internship introduces core concepts and practical techniques related to industry internship.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']",SUBIR DEY,[],X,20.0,DDR,1.54,[],0.0
DDR422,Design Degree Show,"Design Degree Show introduces core concepts and practical techniques related to design degree show.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SUBIR DEY,[],X,20.0,DDR,2.85,[],0.0
DDR8109,Strategic Ux Design,"Strategic Ux Design introduces core concepts and practical techniques related to strategic ux design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",JYOTI KUMAR,[],AD,30.0,DDR,1.2,[],3.0
DDR812,Media Studies,"Media Studies introduces core concepts and practical techniques related to media studies.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Foundational Knowledge', 'Problem Solving']",CHARU MONGA,[],X,20.0,DDR,2.52,[],2.0
DDR822,Design For Sustainability,"Design For Sustainability introduces core concepts and practical techniques related to design for sustainability.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SUMER SINGH,[],X,30.0,DDR,1.85,[],2.0
DDR8222,Design For Sustainability,"Design For Sustainability introduces core concepts and practical techniques related to design for sustainability.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SUMER SINGH,[],X,30.0,DDR,2.31,[],1.0
DDR832,Design For User Experience,"Design For User Experience introduces core concepts and practical techniques related to design for user experience.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",JYOTI KUMAR,[],AD,30.0,DDR,4.04,[],3.0
DTD899,Doctoral Thesis,"Doctoral Thesis introduces core concepts and practical techniques related to doctoral thesis.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",IITD  SUPPORT,[],X,500.0,DTD,2.52,[],0.0
ELD411,B.Tech. Project - I,"B.Tech. Project - I introduces core concepts and practical techniques related to b.tech. project - i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Technical Writing', 'Project Management', 'Research']",SOUTIK BETAL,[],X,100.0,ELD,4.01,[],0.0
ELD431,B.Tech. Project - I,"B.Tech. Project - I introduces core concepts and practical techniques related to b.tech. project - i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Technical Writing', 'Project Management', 'Research']",SOUTIK BETAL,[],X,100.0,ELD,4.33,[],0.0
ELD450,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,2.01,[],0.0
ELD451,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,1.33,[],0.0
ELD452,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,1.08,[],0.0
ELD453,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,3.16,[],0.0
ELD454,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,5.0,[],0.0
ELD455,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,2.4,[],0.0
ELD456,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,3.6,[],0.0
ELD457,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,4.12,[],0.0
ELD458,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,3.61,[],0.0
ELD459,Btp Part-Ii,"Btp Part-Ii introduces core concepts and practical techniques related to btp part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SOUTIK BETAL,[],X,100.0,ELD,4.02,[],0.0
ELD7007,Cornerstone Project,"Cornerstone Project introduces core concepts and practical techniques related to cornerstone project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",SUBASHISH DATTA,[],P,200.0,ELD,4.8,[],0.0
ELD780,Minor Project,"Minor Project introduces core concepts and practical techniques related to minor project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",SANDEEP KUMAR,[],P,35.0,ELD,1.8,[],0.0
ELD800,Minor Project (Eea),"Minor Project (Eea) introduces core concepts and practical techniques related to minor project (eea).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",PRIYANK  SRIVASTAVA,[],P,15.0,ELD,1.08,[],0.0
ELD801,Major Project Part I,"Major Project Part I introduces core concepts and practical techniques related to major project part i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",PRIYANK  SRIVASTAVA,[],P,5.0,ELD,1.61,[],0.0
ELD802,Major Project Part Ii,"Major Project Part Ii introduces core concepts and practical techniques related to major project part ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",PRIYANK  SRIVASTAVA,[],P,15.0,ELD,1.5,[],0.0
ELD810,Minor Project (Communication E,"Minor Project (Communication E introduces core concepts and practical techniques related to minor project (communication e.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",ARPAN  CHATTOPADHYAY,[],P,30.0,ELD,3.68,[],0.0
ELD811,Major Project Part-I (Communic,"Major Project Part-I (Communic introduces core concepts and practical techniques related to major project part-i (communic.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",ARPAN  CHATTOPADHYAY,[],P,30.0,ELD,3.26,[],0.0
ELD812,Major Project Part-Ii,"Major Project Part-Ii introduces core concepts and practical techniques related to major project part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",ARPAN  CHATTOPADHYAY,[],P,30.0,ELD,1.87,[],0.0
ELD830,Minor Project,"Minor Project introduces core concepts and practical techniques related to minor project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",DHIMAN  MALLICK,[],P,20.0,ELD,3.8,[],0.0
ELD831,Major Project Part-I (Integrat,"Major Project Part-I (Integrat introduces core concepts and practical techniques related to major project part-i (integrat.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",DHIMAN  MALLICK,[],P,20.0,ELD,4.07,[],0.0
ELD832,Major Project Part-Ii,"Major Project Part-Ii introduces core concepts and practical techniques related to major project part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",DHIMAN  MALLICK,[],P,20.0,ELD,1.67,[],0.0
ELD850,Minor Project,"Minor Project introduces core concepts and practical techniques related to minor project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SREYAM SINHA,[],X,40.0,ELD,3.43,[],0.0
ELD851,Major Project Part-I,"Major Project Part-I introduces core concepts and practical techniques related to major project part-i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SREYAM SINHA,[],X,15.0,ELD,3.99,[],0.0
ELD852,Major Project Part-Ii,"Major Project Part-Ii introduces core concepts and practical techniques related to major project part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SREYAM SINHA,[],P,20.0,ELD,1.46,[],0.0
ELD872,Major Project Part-Ii,"Major Project Part-Ii introduces core concepts and practical techniques related to major project part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",NILANJAN SENROY,[],P,20.0,ELD,4.28,[],0.0
ELD880,Major Project Part-I,"Major Project Part-I introduces core concepts and practical techniques related to major project part-i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SANDEEP KUMAR,[],P,30.0,ELD,4.86,[],0.0
ELD881,Major Project Part Ii,"Major Project Part Ii introduces core concepts and practical techniques related to major project part ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SANDEEP KUMAR,[],P,30.0,ELD,1.43,[],0.0
ELD895,Ms Research Project,"Ms Research Project introduces core concepts and practical techniques related to ms research project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SUBASHISH DATTA,[],P,60.0,ELD,1.1,[],0.0
ELL1000,Introduction To Electrical Engineering,"Introduction To Electrical Engineering introduces core concepts and practical techniques related to introduction to electrical engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']","MANAV BHATNAGAR , SUBASHISH DATTA    , SREYAM SINHA , HARSHAN JAGADEESH","['ENGMATH101', 'DS102']",AF,300.0,ELL,2.25,[],2.0
ELL1001,Circuit Theory,"Circuit Theory introduces core concepts and practical techniques related to circuit theory.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']","ANKESH JAIN , SHOURIBRATA CHATTERJEE","['ENGMATH101', 'DS102']",B,200.0,ELL,3.71,[],3.0
ELL1401,Digital Electronics,"Digital Electronics introduces core concepts and practical techniques related to digital electronics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']","DHIMAN  MALLICK , ANUJ DHAWAN","['ENGMATH101', 'DS102']",B,200.0,ELL,4.83,[],3.0
ELL201,Digital Electronics,"Digital Electronics introduces core concepts and practical techniques related to digital electronics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']","MANAN SURI   , DHIMAN  MALLICK","['ENGMATH101', 'DS102']",B,300.0,ELL,2.59,[],3.0
ELL205,Signals And Systems,"Signals And Systems introduces core concepts and practical techniques related to signals and systems.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Programming', 'Software Design', 'Debugging', 'System Design']","ARPAN  CHATTOPADHYAY , RANJAN KUMAR MALLIK","['ENGMATH101', 'DS102']",D,200.0,ELL,3.86,"['SDE', 'Software Engineer', 'Developer']",3.0
ELL211,Physical Electronics,"Physical Electronics introduces core concepts and practical techniques related to physical electronics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']","SANTANU MANNA , SOUTIK BETAL","['ENGMATH101', 'DS102']",B,100.0,ELL,1.3,[],3.0
ELL212,Engineering Elecromagnetics,"Engineering Elecromagnetics introduces core concepts and practical techniques related to engineering elecromagnetics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']","DEBIDAS KUNDU , AMARTANSH DUBEY","['ENGMATH101', 'DS102']",E,150.0,ELL,3.76,[],3.0
ELL225,Control Engineering I,"Control Engineering I introduces core concepts and practical techniques related to control engineering i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",PRIYANK  SRIVASTAVA,"['ENGMATH101', 'DS102']",F,200.0,ELL,3.51,[],3.0
ELL231,Power Electr. & Energy Devices,"Power Electr. & Energy Devices introduces core concepts and practical techniques related to power electr. & energy devices.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']",BHASKAR MITRA,"['ENGMATH101', 'DS102']",A,75.0,ELL,1.41,[],3.0
ELL303,Power Engineering-I,"Power Engineering-I introduces core concepts and practical techniques related to power engineering-i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",YASHASVI,"['ENGMATH101', 'DS102']",F,100.0,ELL,4.09,[],3.0
ELL312,Semiconductor Process Tech.,"Semiconductor Process Tech. introduces core concepts and practical techniques related to semiconductor process tech..
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']",MADHUSUDAN SINGH,"['ENGMATH101', 'DS102']",A,20.0,ELL,4.4,[],3.0
ELL319,Digital Signal Processing,"Digital Signal Processing introduces core concepts and practical techniques related to digital signal processing.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']","LALAN KUMAR   , SESHAN SRIRANGARAJAN","['ENGMATH101', 'DS102']",E,60.0,ELL,3.4,[],3.0
ELL332,Electric Drives,"Electric Drives introduces core concepts and practical techniques related to electric drives.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']",ANANDARUP DAS,"['ENGMATH101', 'DS102']",B,120.0,ELL,1.48,[],3.0
ELL365,Embedded Systems,"Embedded Systems introduces core concepts and practical techniques related to embedded systems.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Programming', 'Software Design', 'Debugging', 'System Design']","TAPAN KUMAR GANDHI , KAUSHIK  SAHA , SUMANTRA DUTTA ROY","['ENGMATH101', 'DS102']",B,200.0,ELL,4.94,"['SDE', 'Software Engineer', 'Developer']",3.0
ELL400,Power Systems Protection,"Power Systems Protection introduces core concepts and practical techniques related to power systems protection.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Programming', 'Software Design', 'Debugging', 'System Design']",ABHIJIT RAMCHANDRA  ABHYANKAR,"['ENGMATH101', 'DS102']",H,100.0,ELL,4.13,"['SDE', 'Software Engineer', 'Developer']",3.0
ELL409,Machine Intelligence & Learning,"Machine Intelligence & Learning introduces core concepts and practical techniques related to machine intelligence & learning.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Statistics', 'Data Analysis', 'Model Evaluation', 'ML Basics']",SANDEEP KUMAR,"['ENGMATH101', 'DS102']",AB,60.0,ELL,2.39,"['DATA SCIENCE', 'ML ROLES', 'MLE ENGINEER']",3.0
ELL411,Digital Communications,"Digital Communications introduces core concepts and practical techniques related to digital communications.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']","SHANKAR PRAKRIYA , AMOL CHOUDHARY","['ENGMATH101', 'DS102']",AB,60.0,ELL,2.71,[],3.0
ELL437,Switch Mode Power Conversion,"Switch Mode Power Conversion introduces core concepts and practical techniques related to switch mode power conversion.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",SUMIT KUMAR PRAMANICK,"['ENGMATH101', 'DS102']",K,25.0,ELL,2.48,[],3.0
ELL7017,Fiber-Optic Communication Systems,"Fiber-Optic Communication Systems introduces core concepts and practical techniques related to fiber-optic communication systems.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Programming', 'Software Design', 'Debugging', 'System Design']",AMOL CHOUDHARY,"['ENGMATH101', 'DS102']",A,30.0,ELL,3.02,"['SDE', 'Software Engineer', 'Developer']",3.0
